image_id,ground_truth_labels,finetuned_labels,finetuned_scores,pretrained_labels,pretrained_scores
760899287,[1],"[ 1  1  2 11 22  2  1  1  1  8  7 22  5 10 21  1  9  1 22  6  5 11 22 22
  1  5 22 22 22 26  2 25  1 22 23  2 21  1 22 11  1  2  1  8  1 18  1  3
  1  7 25 12 22  1 22 25  2]","[0.80928266 0.37648916 0.15731418 0.14179955 0.14072457 0.11426388
 0.11196183 0.10829812 0.10339542 0.10006434 0.09075842 0.08939481
 0.08695354 0.08492812 0.08486009 0.08323159 0.08187816 0.08184123
 0.08144708 0.07815138 0.07703856 0.07460473 0.07315421 0.07280353
 0.07263874 0.07257071 0.07197446 0.07001486 0.06899943 0.06504546
 0.0618244  0.06060662 0.06051292 0.06030452 0.05904031 0.058977
 0.0584663  0.05791473 0.05776392 0.0571968  0.056692   0.05531171
 0.0546654  0.05462081 0.05441146 0.05426102 0.0533078  0.05254987
 0.05232812 0.05221047 0.05207222 0.05155794 0.05130669 0.050622
 0.05057664 0.05046627 0.05021699]","[ 1  1  3  3  3  1  3  3  1  5  8  3  3  3 32  4  3  9  3 27 32  1  3  6
  8 35 32 33 62  1 32 31 41  3 62 41  8 27  3 31 33 31  1  1 62  1 15 27
  3 31  3 33  8 72  3 27 28 31 62  3  3 36 84 31  8 27 15 63  9 84  3 62
  8  3 32  1 28  3  3  4 33  6 39 62 73 36  3  3  1 62  6 32  1  3 31  8
 32 72  1 42 42  3 84 28 65 41 35 67 39 62  1 27  5 32 77  1 62 65 15 33
 31 32 33  8 31  1 32 62  1  1  5 62 32 44 33 44 42 62 62 32  2 84  1 67
  1  1  8 67  7  2 33 62 32  1 33 51 36 39 31 27  3  1 62 31  1 62 28 28
  1 15 62 84 78 15  1  1 84  8  8  9 15  9 75  1  6 27 27  1 62 82 62  2
  3 33  3  1 62 62  1  3 15 72 31 62 31 67 62  1  4 62  3 49 62 44 62 44
 27 44  3 32 31 62 77  8  8  1 15  1 84 73 67]","[0.73664033 0.47948515 0.39226803 0.38090834 0.33001107 0.2967648
 0.29029995 0.2556235  0.25277752 0.23242126 0.22792841 0.21083854
 0.20908381 0.20122284 0.18392526 0.16986898 0.16847543 0.16841324
 0.1603326  0.15124823 0.15057978 0.15054819 0.14725208 0.14146806
 0.13829067 0.13453612 0.1333164  0.12998778 0.12699851 0.1261554
 0.11998409 0.1189454  0.1162466  0.11433905 0.1141549  0.11320409
 0.11284786 0.11198352 0.11125763 0.10931766 0.10926393 0.10819118
 0.10627878 0.1057413  0.10496734 0.10343115 0.10216978 0.10193179
 0.10141124 0.10111187 0.10008693 0.09914292 0.09707895 0.09589095
 0.09505227 0.09451242 0.09439152 0.09373083 0.09370209 0.09270781
 0.09269016 0.09251039 0.08986991 0.08915111 0.08878709 0.08797077
 0.08774067 0.08759366 0.08732635 0.08654144 0.08631346 0.08622944
 0.08590661 0.08539076 0.08410195 0.08359773 0.08229764 0.08174857
 0.08101788 0.08029438 0.08018383 0.07992383 0.07985833 0.07919433
 0.07901347 0.07883418 0.07855323 0.07847818 0.07837451 0.07827778
 0.07746777 0.07728009 0.07725815 0.07660042 0.07639541 0.07636122
 0.07633651 0.07555626 0.07552359 0.07503244 0.07500444 0.07478355
 0.07464945 0.0738981  0.07385911 0.07351831 0.07319896 0.07319719
 0.07233638 0.07162456 0.07098568 0.07066814 0.07055902 0.07040009
 0.06970282 0.06959772 0.06887337 0.06880043 0.06833675 0.06827322
 0.06764379 0.06704166 0.06690242 0.06676161 0.06663639 0.06638911
 0.06605057 0.0654855  0.0653922  0.06507572 0.06495576 0.06469143
 0.06463743 0.06460118 0.06436824 0.06413896 0.06359807 0.0631728
 0.06223592 0.06219731 0.06211463 0.06208337 0.06160362 0.06148094
 0.06133774 0.06089049 0.06075868 0.0604894  0.06047548 0.0604468
 0.06038572 0.0598051  0.05972481 0.05972255 0.05933149 0.05931438
 0.05912275 0.05907822 0.05907172 0.05903337 0.05892309 0.05866237
 0.05846952 0.05846854 0.05833434 0.05807004 0.05793862 0.0579362
 0.05754432 0.05735366 0.05728649 0.05728282 0.0572586  0.05725611
 0.05724968 0.05719238 0.05716141 0.05673489 0.05608866 0.05595773
 0.05584932 0.05540384 0.05536438 0.05531517 0.05529888 0.05524116
 0.05520349 0.05513952 0.05493973 0.05490186 0.05423843 0.05394715
 0.05394422 0.05391501 0.05391471 0.05388555 0.05379295 0.05377797
 0.0537775  0.05373788 0.05355614 0.0534996  0.05333528 0.05324611
 0.05310343 0.05286299 0.05283616 0.05279847 0.0527541  0.05216133
 0.05211884 0.05182604 0.05179675 0.05178967 0.05169965 0.05167358
 0.05165784 0.0516213  0.05137544 0.0512984  0.05122079 0.05120888
 0.05113649 0.05112443 0.05106038 0.05096812 0.05075189 0.05060888
 0.05055647 0.05030385 0.05024994]"
760933230,[1],"[ 1  1  1  2 11  1  2 22  5 21  1  7  1  8 22  6  1  9  1  1 25  1  2  7
 20  1 26 24  1 14 22 11 14  1  9  2 18  2  2  2 11  1 13  7 21 16 11  1
 22 10 26 26 25  1  1 10  1  8  1  9  2 19  1  1  1  9 26  1  1  1 10  4
  1  1  9 22  9  3  1 26 15 24  1  1 11  1  8]","[0.82459605 0.5929895  0.49839145 0.21480685 0.20010823 0.18004173
 0.15876152 0.14819026 0.1422215  0.13656732 0.13637161 0.1361885
 0.13594852 0.12546504 0.11629128 0.11476175 0.11333001 0.11193966
 0.10934956 0.10547543 0.1040222  0.10276186 0.1002373  0.09961636
 0.09675343 0.09322326 0.09154218 0.09037916 0.08861397 0.08821881
 0.08680397 0.08671526 0.08560114 0.08362076 0.08123754 0.08049215
 0.0786226  0.078022   0.07745469 0.07577758 0.07249989 0.07204504
 0.07015608 0.06897556 0.06778945 0.06701618 0.06692262 0.06643999
 0.0662822  0.06540055 0.06491674 0.0628562  0.0624153  0.06236345
 0.06183247 0.06083904 0.06083813 0.05996247 0.05921632 0.05834393
 0.05833254 0.05789686 0.05753368 0.05718819 0.05681553 0.05679072
 0.05658805 0.05570655 0.05495588 0.05472964 0.05469623 0.05467769
 0.05455211 0.05444376 0.05418427 0.05402709 0.0539967  0.05350082
 0.05339597 0.05330609 0.0532984  0.05225969 0.05145377 0.0513846
 0.05129982 0.05029025 0.05001815]","[ 1  1  1  1  1  1 62 62 47 62 62 62 62 31  1 62  1 15  1  2 62  2 15  3
  2 44 67  1 67  9 73 62 15 84  1  3 77 28  3 15 67 67 28 31 62  2 67 62
  1 62  1 67 62 62 15  1 67 15  2  1 67 15 42 75 33  9 67 67 84 62 15  3
  1 65  3 62  1 62 67 49  1 67  3 62  9 15 67 62 33  1  2  1 73 62 84  1
  2  1  9 33 67  1 63  9 15  1 28 67 33 67 51 65 31 31 31  3 39 67  2  1
  1 32  7 75 73 44  1 72 28 72 62  8 15 62 62 67  8 67 15 62 47  1  1 15
 67 62 62 75  2 67 73 62 72 44  9  3 67 67 65 62  3 62 27 15 44 62 49 62
  3  1  8  9 84 62 62 72 67  4  1  3  7  1 62  1 79 27 67  8 81  1 77 15
  1 28 61 72  1  1  1 67 44 64 67 48  1 73 62  2 28 62  1 62  8 79  1 82
 72 67  8 33 77 62 63  1 15  4 65  4 62 65 44 62 62 31 62  1  1 42 62 32]","[0.8852721  0.7172032  0.5971889  0.33584648 0.3083226  0.2948685
 0.28504664 0.27495846 0.24854967 0.24824043 0.24737561 0.24545683
 0.23683658 0.23330842 0.22174574 0.21146843 0.20898058 0.20773743
 0.20464925 0.20382982 0.19992729 0.19738576 0.18684933 0.18532878
 0.1829002  0.18014172 0.17071584 0.16856539 0.165627   0.16332652
 0.16289508 0.16044395 0.15762708 0.15522015 0.15438539 0.1505727
 0.15047106 0.14999416 0.14890622 0.14799443 0.14711581 0.14562154
 0.14531688 0.14487343 0.14408934 0.1438324  0.1433442  0.14332733
 0.14175282 0.13973637 0.13692541 0.13405888 0.13355757 0.13190813
 0.12823126 0.12816085 0.12627846 0.12563469 0.12220963 0.11867189
 0.11851801 0.11784656 0.11615608 0.11482545 0.11346641 0.11309867
 0.11168165 0.1116507  0.110954   0.11038515 0.10915227 0.1090296
 0.10891848 0.10810342 0.10783807 0.10774751 0.10707187 0.106212
 0.10472312 0.1042235  0.10364043 0.10323314 0.100142   0.09992678
 0.09889801 0.09800947 0.09783766 0.09765706 0.09690272 0.09655476
 0.09647848 0.0964504  0.09638569 0.09586698 0.09563111 0.09500252
 0.09438133 0.09421293 0.09403048 0.09381688 0.09339502 0.09318504
 0.09305079 0.09228945 0.09152523 0.09132784 0.09125861 0.09090197
 0.09042116 0.09006261 0.08971939 0.08881238 0.08875384 0.08805221
 0.08793828 0.08777385 0.08753611 0.08620766 0.08447872 0.08437055
 0.08390956 0.08382185 0.08367156 0.08363216 0.0828719  0.0824527
 0.08164234 0.08143661 0.08125415 0.08121649 0.08070331 0.08063189
 0.08057006 0.08025872 0.08015627 0.07960039 0.07912868 0.07908857
 0.07876198 0.07873608 0.07870334 0.07861912 0.07849522 0.07837056
 0.07789562 0.07786206 0.07781825 0.07688431 0.07682085 0.07643476
 0.07631014 0.07620697 0.07617084 0.07615274 0.07613234 0.07604807
 0.07599084 0.07598964 0.07596558 0.07586966 0.07582297 0.07582007
 0.07571403 0.07554867 0.07493616 0.07475627 0.0741443  0.07396104
 0.0734303  0.07330542 0.07292353 0.07243399 0.07212982 0.07209461
 0.07169806 0.07124572 0.07104122 0.07083482 0.0707837  0.07057217
 0.07053901 0.07045884 0.07037789 0.07034129 0.06998488 0.06985968
 0.069726   0.06967171 0.0692123  0.06912321 0.06870433 0.06828284
 0.06804385 0.067958   0.06753498 0.06746937 0.06744919 0.06702946
 0.06695024 0.06693559 0.06676664 0.06655121 0.06620971 0.06617025
 0.06579237 0.06574307 0.06571657 0.06544171 0.06381926 0.06313187
 0.06232125 0.06156686 0.06151048 0.06135009 0.06093534 0.06063966
 0.06003073 0.05971138 0.05911867 0.05838249 0.05835564 0.05761395
 0.05731642 0.05708741 0.05700227 0.05699059 0.05694057 0.05631575
 0.05593353 0.0548393  0.05396046 0.05356155 0.05315478 0.05285375
 0.05276242 0.05174906 0.05129853 0.05084338 0.05028355 0.05027785]"
760996123,[1],[ 1 11 22  8  1  2 25 21  6  3  5 24  1  9 14  7  1 18  1 24  1],"[0.8072218  0.29380968 0.23015451 0.18174884 0.15965684 0.15361623
 0.11596216 0.11369378 0.09251831 0.0866342  0.08352531 0.07606141
 0.07325747 0.07152504 0.07072558 0.06690508 0.06620477 0.06335829
 0.05521169 0.05086883 0.05022587]",[ 1  1  1  1  1  1  1  1 72 62],"[0.88475394 0.16745195 0.07217967 0.06926111 0.06643787 0.0546132
 0.05308615 0.0525512  0.05070692 0.05054485]"
761053420,[1],"[ 1  2 14  7 15 22 11  5 10 25 19  8 26  9 23 26 21 11  1 21 22  1  2  8
 18 22  4  4 19 24  8 20  9  6  3  1 10 21 24  5  7  1 19 21  1  3  1 18
  2 17  9 22 11 10 12  1 10 13  6 14  0 26  6  6 12  1  6 13 26 15  1 28
 26  2 13 14 10 15  2 16 11  6  2 26  1  5 18  1  9 20  9]","[0.80359644 0.548115   0.336124   0.30870637 0.30292776 0.2757878
 0.2659064  0.2579276  0.22458883 0.20990571 0.20972958 0.20883209
 0.20455393 0.18783656 0.1778606  0.16496585 0.15559156 0.14434929
 0.14211628 0.13884467 0.13750654 0.1333542  0.13215774 0.130029
 0.12626678 0.12218744 0.11743487 0.11478031 0.10930683 0.10054884
 0.09373765 0.09317257 0.09228933 0.09168428 0.09019853 0.0866348
 0.08531324 0.08520413 0.08449639 0.08347744 0.08169372 0.08121123
 0.08000693 0.07929014 0.07863933 0.07807798 0.0775644  0.07513464
 0.07475951 0.07433095 0.07412191 0.07240646 0.07172022 0.07052992
 0.06988485 0.06856118 0.06851964 0.06668775 0.06637926 0.06529377
 0.0643034  0.06416698 0.06402389 0.06364413 0.06360829 0.06359838
 0.06315908 0.0622021  0.06182143 0.06156866 0.06135696 0.06119533
 0.05995428 0.05969293 0.05957623 0.05927578 0.05925756 0.05633407
 0.05567072 0.05547334 0.05512865 0.05496846 0.05327347 0.05319601
 0.05292067 0.05228823 0.05173467 0.05161162 0.05152546 0.05148448
 0.05044566]","[ 1 74 32 80 62 75 62 62 67 62 65  1 77 63 63 65 47 62 32 76 51 79 82 89
 67 65 67 85  1 81 84  1 62 62 62 44 86 72 82 32 62 62 31 67 62 84 67 31
 72 67 70 60 62 62 62 67 86 79 15 43 32 81 81 78 72 62 17 90 34 15 28 63
 64 67 82  3 62 15 67 65 75 31 31 63 59 84 28 74 62  7 84 62 37 62  8  1
  1 33 88 28 62 49 81]","[0.75707096 0.6808518  0.3752258  0.33045873 0.27800927 0.25748986
 0.25031897 0.23568484 0.2093899  0.19938028 0.19186017 0.18801524
 0.17281318 0.17113489 0.14740112 0.13301766 0.12863342 0.12821946
 0.12778845 0.12556387 0.12059254 0.12045736 0.11402437 0.11260139
 0.11191883 0.10976878 0.10689642 0.10579087 0.10400879 0.10190388
 0.10145144 0.09812419 0.09647072 0.09586478 0.09565726 0.09459212
 0.0929022  0.09165128 0.09084822 0.09067851 0.09022669 0.08610234
 0.08249616 0.07990929 0.07929114 0.07654461 0.07654443 0.07648305
 0.07563978 0.07530286 0.07400595 0.07399692 0.07355449 0.07209
 0.07202768 0.07162485 0.07158891 0.07142081 0.06957276 0.06956341
 0.06816875 0.06796562 0.06586231 0.06544192 0.06371267 0.06349251
 0.06326198 0.06309567 0.06274357 0.06201881 0.06141739 0.06129765
 0.06086988 0.06044069 0.05979728 0.05883791 0.0585864  0.05834714
 0.05806107 0.05797971 0.05760927 0.05747016 0.05649563 0.05576627
 0.05506617 0.05495396 0.0548807  0.05476864 0.05451877 0.05409477
 0.05399197 0.05362089 0.05350268 0.05306727 0.05295125 0.05269149
 0.05228717 0.05222398 0.05165732 0.05135535 0.051017   0.05083241
 0.05069941]"
1099384407,[2 2],"[ 2  2  2  2 21  5  2  2  2  2  1  9 15  5  2 22  5  5 10  2  4 15  7  9
 26  2  4 21 23 19  8 10  5 15  1  7 25  9 23  2 11 11  2  2 17  2 26  5
  2  9 25 17  8 21  1  9 28 10]","[0.8488357  0.5598292  0.27696827 0.19084544 0.15472141 0.14647977
 0.13796602 0.12320597 0.11946273 0.11710844 0.11152996 0.10662508
 0.1065757  0.10337907 0.10245752 0.10061176 0.1000768  0.09468661
 0.09412494 0.09057312 0.08843222 0.08607584 0.08605868 0.08373678
 0.08346538 0.08052392 0.07725481 0.07687877 0.07626657 0.07537515
 0.07535662 0.07361506 0.07315467 0.07223634 0.07016484 0.06885183
 0.0683408  0.06771459 0.06496356 0.0640747  0.06395156 0.06255407
 0.06220808 0.06153075 0.0613183  0.05799864 0.05720737 0.0567943
 0.05659137 0.05646148 0.0542037  0.05351613 0.0532902  0.052665
 0.05255352 0.05225402 0.05108536 0.05020473]","[77 77 37 75 84 28 73 84 53 85 87 44 72 32 90 77  1 75 84 85 32 36 28 87
 73  1 28 41 72 10 36 10 32 62 72 82 10 49 32 62 77 35]","[0.68426156 0.5270345  0.27060205 0.20010723 0.18488656 0.14759481
 0.12563434 0.12207359 0.1197935  0.10357375 0.10322136 0.09690399
 0.09569889 0.09562497 0.09121004 0.08833594 0.08671192 0.08449095
 0.07816836 0.07767297 0.07658973 0.07549065 0.07441999 0.07354715
 0.07263806 0.07167114 0.06905667 0.06863697 0.06465226 0.06369025
 0.06241719 0.05908658 0.05867467 0.05831479 0.0575113  0.05698581
 0.05449865 0.05336639 0.05279917 0.05208151 0.05173985 0.05045763]"
1099638286,[2 2],"[ 2  2  2 21  2 23  9 10  9  2 15 15 21  2  5 11  1  5  8  5 21 19  2 10
  9 26  7  2 21  2  2  2  5 15  6 21 26 22 14  5  9 26 25 10  2  9 11  2
 11  2  2  5  2  1  2 25  5  2 15  5  6 15  9 18  2 14  2  2 10  2  5  8
 28 19 26 25  8 26 23  9 21  2  4 17  7  5 15  0 15 11  2 22  2 15  8 19
  7  2  4  2  4 13 26  6 21 15 17  2  2 14 17 26]","[0.98277307 0.9140536  0.5605755  0.26176083 0.24661459 0.23166586
 0.22745663 0.21673922 0.18387043 0.17126666 0.17072706 0.14957567
 0.14415598 0.13948411 0.13559353 0.13535579 0.13424796 0.13277301
 0.13223922 0.13199201 0.13014196 0.12739974 0.12703344 0.11805308
 0.11188073 0.10646795 0.10499223 0.10494399 0.10338276 0.10255999
 0.10211512 0.1001929  0.09847148 0.09846333 0.09740455 0.09729239
 0.09406254 0.09284375 0.09283947 0.09266054 0.09148862 0.09126709
 0.09113402 0.08938706 0.08920175 0.0871082  0.08347699 0.08236398
 0.08233688 0.08138845 0.0807246  0.07979649 0.07979257 0.07816898
 0.07783427 0.07712602 0.07612642 0.07492721 0.07465068 0.07416056
 0.07338834 0.0733358  0.07252783 0.07083011 0.0705388  0.06988576
 0.06967822 0.06960201 0.06946909 0.06906441 0.06904279 0.06847137
 0.06696579 0.06652707 0.06650583 0.06597688 0.06597133 0.06589785
 0.06390353 0.06248801 0.06213707 0.06205153 0.0592876  0.05864938
 0.05804501 0.05776434 0.05684377 0.0566465  0.05643444 0.05611935
 0.05554177 0.05441882 0.05440825 0.05425086 0.05400331 0.0537619
 0.05355012 0.05308605 0.05301619 0.05166747 0.05159732 0.051269
 0.05113679 0.05099264 0.05091903 0.05091882 0.05089296 0.05076642
 0.05072987 0.0503286  0.05031916 0.05001858]",[72 77 77 75 73 84 72 84 44 73 72 76 76 85 77 10 75 67 78 85  1 87 47],"[0.5559023  0.5374087  0.425269   0.3488267  0.28623232 0.22878912
 0.14726512 0.14279747 0.13617188 0.1241013  0.11974606 0.1158956
 0.10768598 0.10136302 0.09915312 0.09557565 0.09426459 0.09096922
 0.0834415  0.07814853 0.06983694 0.05361829 0.05344127]"
1100403784,[2],"[ 2  2 15  5  9 22 10 21  9 12 14 13  5 26  1  7  1 15 19 22 15 21  8  2
  8  1 10 25  0 19 23 18  4 23 20  7 15 17 24  2 10  3  3 26  4]","[0.45606446 0.32626686 0.2857965  0.25559193 0.23678252 0.19078463
 0.17597264 0.17095852 0.15926589 0.12810658 0.11755875 0.08911013
 0.08539462 0.07972726 0.07932534 0.07883292 0.07780442 0.07769592
 0.07565054 0.0722848  0.07149865 0.06832931 0.06832036 0.06765471
 0.0650657  0.06387466 0.06287573 0.06273624 0.06157283 0.06148458
 0.06019352 0.05846348 0.05825288 0.05764924 0.05760641 0.05578212
 0.05463098 0.05458932 0.05427742 0.05423155 0.05397909 0.05223436
 0.05172818 0.05015481 0.05000838]","[33 70 80 79 55 34 85 37 73 55 84  4 50 81 55 72 82 78 90 37 13 14 55 16
 10 15 85 53  7 85 55  6  2 51 37 55  1  3 49 13 52 51 77 31 75 62 87 47
 17 85 55 77 13 67 32 17 75 77 10 10  7  8 53 55 62 55 73 70 55 90 53 55
 13 81 55  3 16 41 85 65 90 84 34 18]","[0.5631879  0.3331696  0.329828   0.2475801  0.24708337 0.22946729
 0.20693748 0.19743    0.16020866 0.15377897 0.1510221  0.15039344
 0.1495023  0.14794908 0.13925669 0.1268781  0.12456775 0.12406441
 0.12213112 0.11967346 0.11643938 0.11397113 0.11246085 0.10983114
 0.10778919 0.10764967 0.10713704 0.10690139 0.10604913 0.09715318
 0.09649272 0.09380283 0.09378285 0.09134679 0.08778901 0.08721741
 0.0853344  0.08531365 0.08523104 0.08441437 0.08389819 0.08360517
 0.08079223 0.08022793 0.07890926 0.07635852 0.07610045 0.07535378
 0.07496158 0.07404269 0.07348555 0.07280664 0.07182407 0.07149211
 0.07145792 0.06978088 0.06954434 0.06940103 0.06906325 0.06838419
 0.06836753 0.06692659 0.06504399 0.06482808 0.06212445 0.05989787
 0.05894064 0.05676749 0.05622968 0.0549487  0.05461401 0.0542281
 0.05362931 0.05306379 0.05248122 0.05174802 0.05108669 0.0509301
 0.050577   0.0504115  0.05031364 0.05031209 0.05019883 0.05004704]"
1100539141,[17],"[ 2 10 19 25 15 17 10 19  9 21 13  1 22 20 10 10 21  6 10 14 11 17  2  7
  1  8 23 19 11  9  2 15 16  6  1 19  2  7 19  5 10  3  4  6 11  7 18 19]","[0.44817987 0.38241807 0.26948053 0.25119206 0.25081867 0.16093728
 0.15567954 0.15333825 0.13462771 0.11766168 0.11762565 0.11561549
 0.10980711 0.1007486  0.09939536 0.09464184 0.09449857 0.09071151
 0.07859521 0.07703812 0.0764422  0.07621896 0.0752608  0.07271116
 0.07102534 0.06731046 0.0660354  0.06339873 0.06315735 0.06305613
 0.06240993 0.06092477 0.05849894 0.05830038 0.05648088 0.05626166
 0.05621753 0.05510259 0.0549174  0.05407745 0.05341624 0.0532867
 0.05317932 0.05216842 0.05090718 0.05075112 0.05033239 0.05001706]","[65 62 63 62 64 34 62 65 63 86 63 62 53 65 55 86 65 32 62 65 67 63 63 84
 44 90 65 55 84 37 47  1 85 67 62 62 55 72 55 62 62 67 63 85 51 86 31 63
 51 33 59 13 65 63 37 55 65 62 62 82 65 44 32 47 15 47 10 63  1 84 84 37
 44  9 64 81 47 62 31 84 65 85 63 62 65 51 50 62 13  1]","[0.8402127  0.23559842 0.20747788 0.18660118 0.18246429 0.1776847
 0.14845148 0.12486865 0.10528591 0.10527539 0.10169223 0.10045841
 0.10005599 0.098422   0.09617506 0.09286058 0.09131561 0.09080253
 0.09066009 0.08906161 0.08813416 0.08699588 0.08673998 0.08511557
 0.08468761 0.08314586 0.07875764 0.07738735 0.07722107 0.07703318
 0.0756083  0.07557723 0.07406321 0.07319098 0.07295155 0.07284141
 0.07150745 0.06967818 0.06849165 0.06789686 0.06758351 0.06744331
 0.06689879 0.06583273 0.0657447  0.06498647 0.06494847 0.06428689
 0.06387983 0.06297044 0.061799   0.06178692 0.06177708 0.06165254
 0.06150457 0.06129749 0.06063218 0.06059585 0.06015986 0.05970002
 0.05892476 0.05876198 0.05804472 0.05783134 0.05757523 0.05667056
 0.0565663  0.05649824 0.05597175 0.05546241 0.05540357 0.05518778
 0.05489835 0.05441949 0.05424118 0.05418343 0.05413596 0.0539624
 0.05387548 0.05363192 0.0528705  0.05257389 0.05246032 0.05202758
 0.05192694 0.05178523 0.05155797 0.05108224 0.0510647  0.05087359]"
1101965372,[ 1 20],"[ 1  1  1  1  1  5  2  1  7 22 10 11 17  4  5 15  1 23 22 13  2 11  1  1
  1 21  1  8  7  9  1  1  5  3 15 18  5  9  6  5  1  5  2  5 16 11  1 16
  1  5 15  0 14  1 25  1 11 24  7  1  1]","[0.6269934  0.39962256 0.29306957 0.20915775 0.19513568 0.1931644
 0.17382115 0.14240468 0.13235356 0.12427869 0.11891003 0.11874123
 0.11761715 0.11295821 0.111044   0.10343619 0.0964159  0.09053615
 0.08984419 0.08852188 0.0834394  0.07666516 0.07416277 0.07386932
 0.07341743 0.07284082 0.06989314 0.06978578 0.0683329  0.06822153
 0.06690852 0.06551152 0.06488477 0.06487079 0.06385897 0.06283189
 0.06249043 0.06218126 0.06115825 0.06080778 0.06052497 0.05961509
 0.05922785 0.05903667 0.05625335 0.05602236 0.05577533 0.05547135
 0.05514815 0.05504601 0.05489139 0.05346825 0.05283675 0.0524422
 0.05230745 0.05215588 0.05154072 0.05142264 0.05126234 0.05066973
 0.05039607]","[ 2  1  2  1  1  1  1  1  1  1  2  2 15 31  2  1  1 15 15  1  3 31 31 62
  4 64  2  1  2 15 62  1 32  2  1 62  2  1 62 11 62  2 62  1  1 15 15 31
 62  1  3  2  2 27  2  1  2 62  8 82 15 15  1 15  1 63  1 67 15 27  1 15
 64  3 64 15 63 62 62 32 11  8 15 62 15 64 31  2  2]","[0.8829728  0.87973404 0.3835216  0.3605851  0.19191086 0.15980862
 0.14875288 0.12920524 0.11909773 0.10954084 0.1049677  0.10235449
 0.10143825 0.09984498 0.09768608 0.09737877 0.09692641 0.09685072
 0.09547163 0.09405655 0.09117696 0.08741707 0.08379056 0.08218569
 0.08173405 0.08152356 0.08002356 0.07906564 0.07803759 0.07710154
 0.07274319 0.07274287 0.07195471 0.07193614 0.06860168 0.06831256
 0.06793628 0.06767204 0.06765822 0.0672745  0.06696323 0.06639581
 0.06615295 0.06593678 0.065455   0.06532808 0.0650787  0.06483834
 0.06481235 0.064386   0.06406967 0.06334102 0.06319536 0.06308118
 0.06297829 0.06195969 0.06187891 0.06183188 0.06118991 0.05940304
 0.05891013 0.0581034  0.05799988 0.05788565 0.05781946 0.05739499
 0.0571703  0.05694771 0.05655944 0.05636781 0.05605953 0.05601365
 0.05527556 0.05492094 0.05471284 0.0546767  0.05454842 0.05452358
 0.0542959  0.05378249 0.05362143 0.05355726 0.05335508 0.05301195
 0.05277377 0.05270588 0.05050595 0.05025123 0.05018543]"
1102199984,[1],[ 1  1  1  1  1 11  1 11 22 26 22 14 20  1  1 21  2 22  1 11  9  1],"[0.49826506 0.42776847 0.15779981 0.09988105 0.09902733 0.07948035
 0.07651397 0.07600965 0.0750424  0.07472295 0.06956191 0.06160557
 0.05985724 0.05933405 0.05758612 0.05693583 0.05653916 0.05542833
 0.05314128 0.05233437 0.05039236 0.05030468]","[ 1 36 41 22  1 75 42  1 35 77 36  4 33  3 27  1 36 35 47 75 43 42 38  9
  1 18 42  1 15  4]","[0.91323453 0.2931613  0.15839028 0.14631651 0.14251718 0.13936357
 0.13495883 0.11632443 0.11481973 0.11398539 0.11043857 0.10695871
 0.0951926  0.08447404 0.08259919 0.07975596 0.06656615 0.06497586
 0.06396004 0.06324121 0.06169556 0.0594269  0.05637547 0.05615579
 0.05599496 0.05538072 0.05398513 0.05370341 0.05233864 0.05019635]"
